ID,URL,Recipe Name,Ingredients,Instructions
7bd844ff,https://www.cookingclassy.com/cinnamon-roll-rice-krispie-treats/,Cinnamon Roll Rice Krispie Treats,"['1/4cupbutter', '1/8tspsalt', '2tspunsulphured molasses', '2tspcinnamon', '1(10.5 oz) bag miniature marshmallows', '1tspvanilla extract', '6cupsRice Krispies Cereal', '1recipe Cream Cheese Frosting(recipe follows)']","['Butter a 9x13 dish, set aside.  Melt butter in a large saucepan over medium low heat.  Stir in salt, molasses, and cinnamon.  Add marshmallows and stir constantly until marshmallows have completely melted.  Remove from heat and stir in vanilla.  Fold in Rice Krispies Cereal, stirring until evenly coated.  Pour Rice Krispie Treat mixture into buttered dish.  Spread mixture evenly into pan with a buttered spatula.  Allow to cool several minutes, then cut while still slightly warm.  Using your hands, round edges of cut squares by cupping your hands around the edges and gently pressing.  Allow to cool completely then pipe Cream Cheese Frosting over tops of Cinnamon Roll Rice Krispie Treats.  Optional, dust the tops lightly with cinnamon.', 'Alternately, for a simpler method, simply spread Rice Krispie Treats mixture into buttered pan after folding in cereal.  Allow them to cool then spread Cream Cheese Frosting evenly over top with a butter knife or an icing spatula.  Cut into squares.']","[('butter', 0.25, 'cup'), ('salt', 0.125, 'tsp'), ('unsulphured molasses', 2.0, 'tsp'), ('cinnamon', 2.0, 'tsp'), ('miniature marshmallows', 1.0, 'bag'), ('vanilla extract', 1.0, 'tsp'), ('rice krispies cereal', 6.0, 'cups')]"
4a620820,https://www.browneyedbaker.com/sticky-buns-recipe/,Sticky Buns,"['6½tablespoon(6.5tablespoon)granulated sugar', '5½tablespoons(5.5tablespoons)unsalted butter,at room temperature', '1teaspoonsalt', '1egg,slightly beaten', '1teaspoonvanilla extract', '3½cups(437.5g)bread flour', '2teaspoonsinstant yeast', '1cup(244ml)+ 2 tablespoons whole milk,at room temperature']","['Cream together the sugar, butter, and salt on medium-high speed in an electric mixer with a paddle attachment. Whip in the egg and vanilla extract until smooth. Then add the flour, yeast, and milk. Mix on low speed until the dough forms a ball. Switch to the dough hook and increase the speed to medium, mixing for approximately 10 minutes (or knead by hand for 12 to 15 minutes), or until the dough is silky and supple, tacky but not sticky. You may have to add a little flour or water while mixing to achieve this texture. Lightly oil a large bowl and transfer the dough to the bowl, rolling it around to coat it with oil. Cover the bowl with plastic wrap. Let the dough rise at room temperature for approximately 2 hours, or until the dough doubles in size.', 'Meanwhile, make the Caramel Glaze: In the bowl of an electric mixer, combine the butter, granulated sugar, brown sugar, and salt, and cream together for 2 minutes on high speed with the paddle attachment. Add the corn syrup and vanilla extract, and continue to cream for about 5 minutes, or until light and fluffy.', 'Transfer the dough to the counter. Roll out the dough with a rolling pin, lightly dusting the top of the dough with flour to keep it from sticking to the pin. Roll it into a rectangle 18 inches wide by 9 inches long. Sprinkle the cinnamon sugar over the surface of the dough (use it all!), and roll the dough up with the long side facing you, creating a cinnamon-sugar spiral as you roll. With the seam side down, cut the dough into 12 even pieces.', 'Coat the bottom of a 9×13-inch baking dish with the caramel glaze, then sprinkle the pecans evenly over the surface. Lay the pieces of dough cut-side-up on top of the caramel glaze, evenly spaced throughout the pan. Cover loosely with plastic wrap and allow to rise at room temperature for 75 to 90 minutes, or until the pieces have grown into one another and have nearly doubled in size.', 'Make-Ahead Note: Instead of the second rise, you can place the shaped buns in the refrigerate for up to 2 days, pulling the pan out of the refrigerator 3 to 4 hours before baking to allow the dough to proof at room temperature.', 'Preheat the oven to 350 degrees F and adjust the oven rack to the lowest shelf.', 'Bake the sticky buns for 30 to 40 minutes, or until golden brown. Cool the buns in the pan for 5 to 10 minutes, and then remove them by flipping them over onto another pan or serving platter. Carefully scoop any run-off glaze back over the buns with a spatula. Wait at least 20 minutes before serving. The sticky buns are best eaten the day of baking but can be stored, covered, at room temperature for up to 2 days (see notes below on reheating).']","[('sugar', 6.5, 'tablespoon'),  ('butter', 5.5, 'tablespoon'),  ('salt', 1.0, 'teaspoon'),  ('egg', 1.0, none),  ('vanilla extract', 1.0, 'teaspoon'),  ('bread flour', 437.5, 'gram'),  ('instant yeast', 2.0, 'teaspoon'),  ('whole milk', 244.0, 'milliliter')]"
7724b0f3,https://www.biggerbolderbaking.com/morning-buns-recipe/,Buttery Morning Buns From Scratch,"['1 ½cups (7 ½oz/213g)all-purpose', '2tablespoonsgranulated sugar', '2teaspoonsactive dry yeast', '1/2teaspoonsalt - or to taste.', '1cup(8oz/225g) cold buttercubed', '1largeegg', '6tablespoons (3floz/91ml)milk', '2teaspoonsvanilla extract']","['In a bowl, whisk together flour, sugar, yeast, and salt.', 'Working quickly, rub the butter evenly into the flour mixture. Do this by hand or by using a pastry blender.', 'In a small bowl, whisk egg, milk, and vanilla together, then pour into the flour mixture.', 'Mix quickly into a dough, handling as little as possible so as to not melt the butter. You want to still see the pieces of butter throughout.', 'Shape the dough into a small rectangle, wrap in plastic wrap, and chill for at least 3 hours or overnight.', 'Once the dough has chilled and rested, on a floured surface, roll the dough out to a large rectangle, about 8 x 15 inches (20 x 28 cm).', 'Fold the dough in thirds, like a letter, so that the dough is in 3 layers (see video above.)', 'Re-flour your surface if needed, and then re-roll the dough into a large rectangle, turn it, and re-fold into thirds.', 'Repeat this rolling, turning, and folding one more time, then wrap the dough in plastic wrap and refrigerate for 1 hour.', 'After the dough has been rested and chilled for an hour, repeat the rolling and folding process 1 more time: Roll, turn, and fold 3 more times.', 'Wrap the dough well and refrigerate for at least 2 hours and up to 2 days. For longer storage, this dough can be frozen, well wrapped or in an airtight container, for up to 1 month. Defrost overnight in the refrigerator before using it.']","[('all-purpose', 213.0, 'g'), ('granulated sugar', 2.0, 'tablespoons'), ('active dry yeast', 2.0, 'teaspoons'), ('salt', 0.5, 'teaspoons'), ('butter', 225.0, 'g'), ('egg', 1.0, none), ('milk', 91.0, 'ml'), ('vanilla extract', 2.0, 'teaspoons')]"
45a0105c,https://breathingandcooking.com/the-only-cinnamon-roll-recipe-you-need/,The Only Cinnamon Roll Recipe You Need,"['4 1/2 tsp active dry yeast', '2 cups warm milk (110°f)', '3/4 cup (220 grams) granulated sugar', '2/3 cup butter, softened', '2 tsp Diamond kosher salt', '4 large eggs, room temperature', '8 1/2 cups (1050 grams) all purpose flour']","['in a measuring cup combine warm milk and yeast. Set aside for 5-10 minutes (until yeast is nice and foamy)', ""In bowl of stand mixer combine sugar, butter, salt, eggs and flour. Mix on low with the paddle attachment until well combined. Mixture will look dry and sandy and have some lumps that aren't completely mixed in. This is OK!. Scrape bowl down."", 'Change to dough hook and with mixer running on low, slowly pour in yeast/milk mixture in a steady stream. Scrape the bowl a couple of times while continuing to mix on low until dough is a solid mass and no longer sticks to the sides of the bowl. Increase speed one notch and continue beating 30 seconds.', ""Dough will look sticky but this is normal for this dough. If it's completely unmanageable you can add a couple tablespoons of flour, but no more than that."", 'Scrape dough into a lightly oiled bowl, cover with a clean towel and place in a warm, draft free place to rise for one hour or until doubled.']","[('active dry yeast', 4.5, 'tsp'), ('milk', 2.0, 'cups'), ('granulated sugar', 220.0, 'grams'), ('butter', 2.0, 'cups'), ('diamond kosher salt', 2.0, 'tsp'), ('eggs', 4.0, none), ('all purpose flour', 1050.0, 'grams')]"
aee243ae,https://www.crunchycreamysweet.com/cinnamon-rolls/,Easy Cinnamon Rolls,"['▢3 ¼cupall-purpose flour', '▢2 ½teaspoonactive dry yeast', '▢1cupwhole milk', '▢¼cupgranulated sugar', '▢⅓cupunsalted buttersoftened to room temperature (see tip)', '▢1large eggbeaten']","['In a medium saucepan, heat up milk, sugar, salt and butter in a saucepan, just until the butter is melted. The mixture should not be hot! If it gets too hot, cool it before proceeding.', 'In a large mixing bowl, whisk 1 and ¼ cup of flour and yeast. Add heated up milk and stir until smooth.', 'Add beaten egg and stir well.', 'Stir in 2 to 2 and ¼ more cups of flour, ½ cup at a time and stir well after each addition. You can use electric or stand mixer with a dough hook attachment.', 'When the dough comes together, place it on a lightly floured countertop and knead for 1 minute. Wash the bowl you made the dough in with warm water. Dry well and oil with olive oil (place 1 tablespoon of oil into the bowl and swirl around.', ""Place dough in an oiled bowl, turn over to make sure it's covered in oil. Cover the bowl with plastic wrap. Heat up 1 cup of water in a microwave. When done, quickly place the bowl with dough inside and close the door. Let the dough rise in the microwave until doubled in size. This is a perfect warm and draft-free place for any yeast dough to rise."", 'When done, punch the dough. Place it on a floured surface. Roll out the dough into a rectangle. I used a sheet of parchment paper for guidance.', 'In a small bowl, stir together melted butter, brown sugar and cinnamon. Spread the filling over the dough.', 'Roll up the dough, starting from the longer side. Make marks with a knife for guidance. First, make a mark in the middle of the dough roll. Then divide each half and so on. Try to keep the rolls about 1 to 1.5″ wide.', 'Using dental floss, cut the dough into rolls. Simply slide the floss under the dough and cross both ends over the mark you made with a knife. Pull the ends to cut the dough.', 'Place rolls in a greased baking dish (13″x9″ or two 8″ round pans).', 'Let the rolls rise while you preheat the oven to 375 degrees F. When the rolls are puffed up, place in the oven and bake for 16 to 18 minutes.', 'In a medium mixing bowl, beat cream cheese and butter with an electric mixer. Add milk and mix. Add powdered sugar, ½ cup at a time and mix in well. Spread the frosting over still warm rolls.']","('[flour', 3.0, 'cup'], ['yeast', 2.0, 'teaspoon'], ['milk', 1.0, 'cup'], ['sugar', 0.25, 'cup'], ['butter', 0.33, 'cup'], ['egg', 1.0, none])"
2ebb18ee,https://www.averiecooks.com/cinnamon-roll-apple-crisp/,Cinnamon Roll Apple Crisp,"['▢one 12.4-ounce package refrigerated cinnamon roll dough with icing', '▢4medium apples,peeled, cored and sliced thin (I used 2 Gala and 2 Granny Smith)', '▢¼cupgranulated sugar', '▢2teaspoonscinnamon', '▢icing from cinnamon rolls']","['Preheat oven to 350F, line a 9x13-inch pan with aluminum foil for easier cleanup, and spray with cooking spray.', 'Add the 8 cinnamon rolls to the pan, evenly distributed. I put two rolls in each of four rows. Smoosh or flatten each of the rolls with your hand. They will not completely cover the pan but they expand when they bake.', 'Evenly scatter the apples over the entire surface of the pan, slightly layering them as needed, as if you were making a pie.', 'Evenly sprinkle with granulated sugar, cinnamon; set aside and set icing aside.']","[('cinnamon roll dough', 12.4, 'ounce'), ('apples', 4, none), ('sugar', 0.25, 'cup'), ('cinnamon', 2, 'teaspoon'), ('icing', 1, none)]"
d7f1b191,https://www.halfbakedharvest.com/easiest-cinnamon-crunch-knots/,Easiest Cinnamon Crunch Knots.,"['▢2 1/2 - 3cupswhite whole wheat or all-purpose flour, plus more as needed', '▢1packet(2 1/4 teaspoons) instant yeast(see notes for no yeast option)', '▢1/4teaspoonkosher salt', '▢1cupwarm water or warm milk', '▢2teaspoonshoney', '▢7tablespoonssalted butter, at room temperature', '▢1/4cupgranulated sugar', '▢3teaspoonscinnamon', '▢1/2cupbrown sugar']","['1.\xa0In the bowl of a stand mixer fitted with the dough hook, combine 2 1/2 cups flour, the instant yeast, and salt. Add the milk or water, honey, and 1 tablespoon butter. Knead on medium speed until the dough comes together,  1-2 minutes, adding in additional flour, as needed, until the dough pulls away from the sides of the bowl and is smooth. Cover and let rise in a warm place for 30 minutes to 1 hour.2. Preheat the oven to 375 degrees F. Line a baking sheet with parchment paper.3. In a bowl, combine the granulated\xa0sugar and 1 teaspoon\xa0cinnamon.4. On a floured surface, roll the dough out into a rectangle\xa0about 1/4 inch thick, adding flour to the dough if it is sticky. Spread the dough with 4 tablespoons butter and sprinkle with cinnamon sugar. Fold the dough in half and cut into 12 strips. Twist each strip and then tie into a loose knot, it doesn\'t need to be perfect. Place on the prepared baking sheet.5. Melt the remaining\xa02\xa0tablespoons\xa0butter. Stir the melted butter together with the remaining 2 teaspoons cinnamon and the brown sugar. Spoon clumps of the brown sugar mix over the knots (see above photo). This is going to be your ""crunch"" layer.6. Transfer to the oven and bake 8-10 minutes. Remove from the oven and working quickly, carefully spoon any of the brown sugar that has melted off back over the rolls. It doesn\'t need to look perfect. Return to the oven and continue baking another 8-10 minutes, until golden.7. Meanwhile,\xa0make the Glaze. In a medium bowl, beat together the powdered sugar, cream cheese, vanilla, and 2 tablespoons water until smooth and combined. If needed, thin the glaze by adding water, 1 tablespoon at a time, until desired consistency is reached.8. Drizzle glaze over the knots, if desired. Enjoy!']","('[flour, yeast, salt, water, honey, butter, sugar, cinnamon]', 1, 'cup'), ('yeast', 2.25, 'teaspoons'), ('salt', 0.25, 'teaspoon'), ('water', 1, 'cup'), ('honey', 2, 'teaspoons'), ('butter', 7, 'tablespoons'), ('sugar', 0.25, 'cup'), ('cinnamon', 3, 'teaspoons'), ('sugar', 0.5, 'cup')"
d757e324,https://goodiegodmother.com/cinnamon-roll-rice-krispie-treats/,Cinnamon Roll Rice Krispie Treats,"['5 cups crisp rice cereal', '4 cups mini marshmallows', '4 tbsp unsalted butter, plus more to butter pan', '2 tsp ground cinnamon', '1 tbsp turbinado sugar (raw sugar crystals)', '1/4 tsp kosher salt', 'white chocolate candy for drizzling']","['Very lightly butter an 8x8 or 9x9 square pan or lightlyspray with nonstick spray.', 'In a large pot, melt the butter over medium heat. Add the marshmallows and stir until the marshmallows are smooth.', 'Add the cinnamon, sugar, and kosher salt. Stir 2-3 times to incorporate.', 'Add in the rice cereal and stir until coated with the marshmallow mixture.', 'Press the warm rice marshmallow mixture into your prepared pan and allow to set.', 'Remove from the pan, cut into squares and drizzle with melted white chocolate candy.']","[('rice cereal', 5.0, 'cups'), ('mini marshmallows', 4.0, 'cups'), ('unsalted butter', 4.0, 'tbsp'), ('ground cinnamon', 2.0, 'tsp'), ('turbinado sugar', 1.0, 'tbsp'), ('kosher salt', 0.25, 'tsp')]"
34c5e292,https://dashofsanity.com/crispy-bacon-cinnamon-roll-twists/,Crispy Bacon Cinnamon Roll Twists,"['▢1tablespoonflour', '▢2puff pastry sheets', '▢1/4cupsoftened butter', '▢1/2cupbrown sugar', '▢2teaspoonscinnamon', '▢2lbs.Smithfield Baconuncooked']","['Preheat oven to 400 degrees.', 'Dust your countertop with 1 tablespoon of flour.', 'Lay down the puff pastry sheet on top of the floured countertop.', 'Spread softened butter on top of the puff pastry sheet on the counter.', 'In a small mixing bowl stir to combine brown sugar and cinnamon.', 'Sprinkle the brown sugar mixture on top of the buttered pastry. Use as much or as little of the cinnamon mixture. I use about 1/2 of it and then use the rest later to mix into my frosting.', 'Top the cinnamon and butter with the leftover puff pastry sheet, like pictured. Press down the puff pastry so the two sheets start to stick together.', 'Then gently roll over the puff pastry sheets with a rolling pin, pressing them together and spreading it out.', 'Cut the puff pastry in half the long way, like pictured.', 'Then cut into 24 half-inch slices - making a total of 48 slices total.', 'Grab one slice and spread out to the length of one piece of bacon. Top with one slice of bacon.', 'Top the bacon with one slice of puff pastry, making sure to stretch to the length of the bacon.', 'Then twist the bacon and 2 slices of puff pastry together, like pictured.', 'Set on baking sheet, 12 per pan.', 'Bake 35-45 minutes.*Halfway through baking, I use a paper towel and damp off the twists, to remove some of the extra grease.', '', 'Remove from oven once the puff pastry is a nice golden brown and bacon is cooked all the way through.', 'Let it rest on the pan for 5 minutes, then gently remove and serve.']","['(flour, 1.0, tablespoon)', '(puff pastry, 2.0, sheets)', '(butter, 0.25, cup)', '(sugar, 0.5, cup)', '(cinnamon, 2.0, teaspoons)', '(bacon, 2.0, lbs)']"
7ac84b51,https://myfoodstory.com/cinnamon-roll-muffins-with-crunchy-streusel-top-recipe/,Cinnamon Roll Muffins with Crunchy Streusel Top,"['▢2cups(250g)All Purpose Flouror Maida', '▢2teaspoonsBaking Powder', '▢¼teaspoonSalt', '▢¼cup(50g)Sugar', '▢1Egg', '▢1cup(248g)Milk', '▢1tablespoonCream', '▢¼cup(60g)Buttermelted', '▢1teaspoonVanilla Essence']","['Pre-heat oven to 200 degree celsius. This recipe makes 10 muffins so prepare your muffin tin by greasing it and lining it if using muffin cups.', 'Dry Ingredients: In a bowl mix together all the dry ingredients for muffins (flour, baking powder, salt and sugar).', 'Wet Ingredients: In another bowl whisk the egg and add milk, cream, butter and vanilla essence. Whisk together till everything is combined.', 'In another bowl, mix together brown sugar, cinnamon powder, butter and chopped walnuts for the filling.', ""Once all the three bowls are ready, add the wet ingredients to the dry ingredients and mix till just combined. It's okay if you see a few streaks of flour but don't over mix. Gently fold in half the filling mixture."", 'Fill each muffin cup to about ¾th with the batter.', 'Add flour to the remaining filling and mix till it resembles a crumb like mixture. Top (sprinkle) each muffin with a teaspoon or so of this mixture.', 'Bake for 15-20 minutes till a toothpick inserted in the center of the muffin comes out clean.', 'Once baked, remove the muffins and place them on a wire rack to cool slightly. Dust with powdered sugar and enjoy.']","[('flour', 2.0, 'cups'), ('baking powder', 2.0, 'teaspoons'), ('salt', 0.25, 'teaspoon'), ('sugar', 0.25, 'cup'), ('egg', 1.0, none), ('milk', 1.0, 'cup'), ('cream', 1.0, 'tablespoon'), ('butter', 0.25, 'cup'), ('vanilla essence', 1.0, 'teaspoon')]"
b9382e30,https://www.zestuous.com/bacon-wrapped-cinnamon-rolls/,Bacon Wrapped Cinnamon Rolls,"['▢8slicesof bacon', '▢1can refrigerated cinnamon rolls']","['Preheat the oven to 400 degrees. Spray a pie pan with non-stick cooking spray.', 'Cook the bacon in a skillet over medium-low heat for about 10 minutes. You want it partially cooked, but still pliable.', 'Pop open the can of cinnamon rolls. Wrap a piece of bacon around each roll and place it cinnamon side up in the pie pan. Continue with the remaining bacon and rolls.', 'Bake in a pre-heated 400-degree oven for 15 minutes.', 'Remove from the oven and spread on the icing. Serve warm.']","[('bacon', 8.0, 'slices'), ('cinnamon rolls', 1.0, 'can')]"
54d22e3a,https://www.savorynothings.com/homemade-cinnamon-rolls/,The Best Homemade Cinnamon Rolls,"['Sugar:If you prefer, you can use all white OR all brown sugar for the filling. All brown will yield a more caramel-like taste. All white will make the filling sweeter.', 'Milk:I prefer whole milk for a richer dough, but feel free to use any fat percentage you have at home.', 'Yeast:Use active dried yeast for best results. You can use instant yeast, the dough will rise faster. The rolls tend to have a slightly “yeastier” taste with instant yeast. Organic yeast will rise much slower, so plan accordingly if you’re planning on using that.', 'Butter:I recommend using real butter here. If you have to use margarine for any kind of reason, please use stick margarine for best results.']","['Warm milk to around 100°F. This will take 30-45 seconds in the microwave – do not use milk that is hotter than 105°F, or you will destroy the yeast!', 'Place yeast in small bowl with 1 tablespoon warm milk and 1 teaspoon granulated sugar. Stir, then let sit for 5 minutes, until bubbles appear on the surface.', 'Place flour, butter, salt, eggs, yeast mixture, remaining milk and sugar in the bowl of your stand mixer. Stir a little to roughly combine.', ""Knead dough in the mixer with the dough hook attached on medium speed until dough forms a ball. Dough should be completely smooth. If dough doesn't form a ball: Add more flour, 1 tablespoon at a time with the mixer running on low speed, until dough pulls together (do not add too much flour, or dough will have a biscuit-like texture). Kneading can take around 10-12 minutes, so be patient."", 'Turn dough out into a greased bowl. Shape into a ball, pinching the bottom to form a smooth surface. Place it seam down, then cover with a clean tea towel. Let the dough rise in a warm place for 1 hour, or until doubled in size.']","[('sugar', none), ('milk', none), ('yeast', none), ('butter', none)]"
15e07982,https://sugarspiceandglitter.com/swedish-cinnamon-buns/,Swedish Cinnamon Buns,"['1 1/3\xa0cup warm milk', '2\xa0teaspoons active dry yeast', '7\xa0tablespoons unsalted butter, softened', '5\xa0tablespoons white sugar', '1\xa0teaspoons salt', '3\xa0teaspoons ground cardamom', '4\xa0cups all-purpose flour']","['Warm the milk up slightly, to around 100ºF (microwaving for 20 minutes can achieve this).', 'Stir the yeast into the milk and let stand until completely dissolved and slightly frothy.', 'In a large bowl, beat together the butter, sugar, salt and cardamom. Add in the warmed milk-yeast mixture.Add in the flour and stir until a cohesive ball of dough forms.', 'Fold the dough out onto a floured surface and knead until dough is smooth and elastic, about 5-8 minutes.', 'Place the dough back in the bowl and cover with a cloth. Place in a warm spot in your kitchen and allow to risk until doubled, about 1 hour.', 'To make the filling, combine all of the ingredients in a small bowl. Set aside.', 'Flour a large, clean surface and turn the risen dough onto the prepared area.', 'Roll the dough out to 12” by 24” approximately, then fold and re-roll. You can repeat this step a few times to build in extra layers.', 'Roll the dough out a final time and spread the cinnamon filling on top, avoiding the outer 1” of the dough.', 'Roll the widest edge of the cinnamon buns to form a log, and then cut into 2” segments.', 'Butter or grease your baking dishes and place the cinnamon buns about 2” apart.', 'Cover and allow the buns a final rise of about 30 minutes.', 'Preheat your oven to 350ºF.', 'Lightly beat your egg and brush the tops of the buns.', 'Bake 15-20 minutes, until tops begin to brown.']","[('milk', 1.0, 'cup'), ('yeast', 2.0, 'teaspoons'), ('butter', 7.0, 'tablespoons'), ('sugar', 5.0, 'tablespoons'), ('salt', 1.0, 'teaspoons'), ('cardamom', 3.0, 'teaspoons'), ('flour', 4.0, 'cups')]"
4b5b788a,https://minimalistbaker.com/the-worlds-easiest-cinnamon-rolls/,The World’s Easiest Cinnamon Rolls,"['3Tbspvegan butter*(such as Earth Balance)', '1packetinstant yeast*(or use rapid-rise yeast // 1 packet yields ~ 2 1/4 tsp)', '1cupunsweetened plain almond milk*', '1Tbsporganic cane sugar*', '1/4tspsalt', '3cupsunbleached all-purpose flour*']","['DOUGH:In a large sauce pan (or in a bowl in the microwave at 30-second increments), heat the almond milk and vegan butter until warm and melted, never reaching boiling. Remove from heat and let cool to 110 degrees F (43 C) or the temperature of bath water. It should be warm but not too hot or it will kill the yeast.', 'Transfer mixture to a large mixing bowl and sprinkle on yeast. Let activate for 10 minutes. Then add 1 Tbsp sugar and the salt and stir.', 'Next add in flour 1/2 cup (68 g) at a time, stirring as you go (you may not add it all). The dough will be sticky. When it is too thick to stir, transfer to a lightly floured surface and knead for a minute or so until it forms a loose ball (be careful not to overmix). Rinse your mixing bowl out, coat it with avocado or olive oil, and add your dough ball back in. Cover with plastic wrap and set in a warm place to rise for about 1 hour, or until doubled in size (see photo).', 'FILLING:On a lightly floured surface, roll out the dough into a thin rectangle (the thickness of the dough should be about 1/4-inch). Brush with melted vegan butter and top with sugar and desired amount of cinnamon.', 'Starting at one end, tightly roll up the dough and situate seam side down. Then with a serrated knife or a string of floss, cut the dough into 1.5 – 2 inch sections and position in a well-buttered 8×8-inch square or comparable sized round pan (you should have about 10 rolls as original recipe is written).\xa0If preparing the cinnamon rolls the night before, stop here, cover the pan, and refrigerate overnight, then proceed with the next step in the morning.', 'TOPPING:Brush with vegan butter (melted) and cover with plastic wrap. Set on top of the oven to let rise again while you preheat oven to 350 degrees F (176 C).', 'Once the oven is hot, bake rolls for 25-30 minutes or until slightly golden brown. Let cool for a few minutes and then serve immediately.', 'Optional: Frost withdairy-free cream cheese frostingor a simple mixture of 1 cup (112 g) organic powdered sugar and 1-2 Tbsp (15-30 ml) almond milk.', 'Best when fresh, though they will keep covered at room temperature for ~2-3 days.', 'FREEZING: You can make the rolls up to the point of putting in a baking dish (step 5), and instead, freeze them in a freezer-safe container. Then, thaw the night before in the fridge. Once completely thawed, proof covered with a towel in a greased baking dish as your oven preheats, then bake as instructed.']","[('vegan butter', 3.0, 'tbsp'), ('instant yeast', 1.0, 'packet'), ('unsweetened plain almond milk', 1.0, 'cup'), ('organic cane sugar', 1.0, 'tbsp'), ('salt', 0.25, 'tsp'), ('unbleached all-purpose flour', 3.0, 'cup')]"
5cbe3235,https://www.thereciperebel.com/cinnamon-roll-bites/,Cinnamon Roll Bites,"['▢2cupsflour(whole wheat, all purpose, or a mix)', '▢1tbspbaking powder', '▢¼tspsalt', '▢½cupcold butter', '▢¾-1cupcold milk']","['In a large bowl, combine flour, baking powder, and salt.', 'Cut the butter into cubes and add them to the bowl. Cut in the butter with a pastry cutter or fork until butter is in pea-sized pieces.', 'Stir in the milk gradually, adding just enough so that the dough comes together. Bring the dough together in a ball with your hands (if you accidentally add too much milk and it becomes sticky, just add a little more flour).', 'Preheat oven to 350 degrees F. Lightly grease a 10-inch pie plate or baking dish, or line it with a piece of parchment paper.', 'In a medium bowl, combine brown sugar, granulated sugar, and cinnamon. Roll the dough into 1″ balls. Dip the balls in the remaining melted butter, coat them in the cinnamon sugar mixture, and place them in the pie plate.', 'Drizzle the melted butter over the dough balls in the pan. Bake for 20-25 minutes until the biscuits are cooked and the butter/sugar mixture is bubbling in the bottom of the pan.', 'Make the glaze by combining the icing sugar and milk in a small mixing bowl.', 'Remove the balls from the oven and allow them to cool slightly before drizzling the glaze over the balls. Serve hot or cold.']","[('flour', 2.0, 'cups'), ('baking powder', 1.0, 'tbsp'), ('salt', 0.25, 'tsp'), ('butter', 0.5, 'cup'), ('milk', 0.75, 'cup')]"
